Position,Height above ground [m],Opening Angle [°],Stalling Angle Left [°],Stalling Angle Right [°],Roll Angle Left [°],Roll Angle Right [°],Speed hor. [km/h],Speed vert. [km/h],Speed resulting [km/h]
5.0,2.3,17.5,1.123,10.37,2.817,10.753,84.533,-12.436,85.447
6.0,2.3,22.0,4.113,12.919,4.466,10.905,84.405,-13.972,85.559
7.0,2.3,25.9,4.553,13.028,6.184,9.728,83.96,-15.755,85.432
8.0,2.3,28.8,5.787,12.683,8.462,5.97,83.658,-16.782,85.334
9.0,2.3,31.0,6.437,11.831,9.019,0.702,83.466,-17.847,85.366
10.0,2.4,32.3,6.522,10.894,9.216,-4.848,83.298,-19.117,85.479
11.0,2.4,32.3,7.358,10.708,11.112,-10.199,83.191,-20.104,85.605
12.0,2.4,32.0,7.011,10.497,10.276,-15.26,83.135,-21.408,85.867
13.0,2.5,30.4,8.369,11.463,12.117,-21.057,82.818,-22.254,85.779
14.0,2.5,29.8,8.517,12.072,11.51,-25.333,82.693,-23.258,85.925
15.0,2.5,29.3,8.581,12.656,10.733,-29.503,82.582,-24.272,86.098
16.0,2.6,29.5,7.851,12.919,9.96,-31.603,82.47,-25.353,86.305
17.0,2.6,29.6,7.238,13.26,9.13,-33.569,82.278,-26.357,86.42
18.0,2.7,29.1,6.944,13.917,8.344,-36.208,82.034,-27.265,86.464
19.0,2.8,28.6,5.939,14.629,7.802,-37.721,81.87,-28.244,86.62
20.0,2.8,28.0,4.932,15.342,7.259,-39.235,81.705,-29.225,86.787
21.0,2.9,27.4,3.786,16.024,8.955,-39.009,81.52,-30.11,86.914
22.0,2.9,26.9,3.064,16.824,9.632,-40.009,81.42,-31.14,87.18
23.0,3.0,26.6,2.575,17.463,9.861,-40.385,81.276,-32.07,87.381
24.0,3.0,26.4,2.437,18.017,10.318,-40.757,81.08,-32.953,87.525
25.0,3.1,26.2,2.624,18.505,11.215,-41.239,80.849,-33.804,87.633
26.0,3.1,26.5,2.679,18.62,12.055,-39.722,80.56,-34.389,87.594
27.0,3.1,27.1,2.452,18.077,12.126,-40.298,80.255,-34.993,87.553
28.0,3.2,28.1,2.152,16.821,13.612,-39.851,80.029,-35.477,87.541
29.0,3.2,29.0,1.59,15.149,17.002,-38.32,79.846,-36.177,87.659
30.0,3.2,29.9,0.963,13.257,19.397,-37.642,79.712,-36.988,87.876
31.0,3.3,30.5,0.447,11.35,20.314,-37.997,79.616,-37.852,88.157
32.0,3.3,30.7,0.02,9.658,23.472,-36.634,79.515,-38.92,88.53
33.0,3.3,30.2,-0.281,8.699,25.229,-34.804,79.512,-39.866,88.947
34.0,3.3,29.3,-0.163,8.282,26.9,-34.766,79.387,-40.724,89.223
35.0,3.3,28.6,-0.18,8.114,27.605,-35.388,79.301,-41.533,89.519
36.0,3.3,28.2,-0.193,7.954,28.313,-35.515,79.255,-42.317,89.845
37.0,3.3,28.0,-0.013,7.674,29.291,-35.09,79.206,-43.097,90.172
38.0,3.3,28.1,0.005,7.423,26.63,-37.537,79.146,-43.913,90.513
39.0,3.3,27.9,0.588,6.725,30.055,-36.041,78.991,-44.579,90.706
40.0,3.3,27.8,0.831,6.134,30.981,-35.429,78.899,-45.262,90.961
41.0,3.3,27.5,0.907,5.496,30.557,-35.708,78.839,-45.897,91.226
42.0,3.3,27.2,0.787,4.796,30.621,-35.965,78.808,-46.511,91.51
43.0,3.3,27.0,-0.167,4.403,32.578,-34.45,78.891,-47.337,92.004
44.0,3.3,26.4,-1.011,4.523,31.941,-33.765,78.801,-48.133,92.338
45.0,3.3,25.6,-1.859,4.698,32.729,-33.941,78.719,-48.763,92.599
46.0,3.2,24.9,-2.499,4.723,33.752,-33.977,78.609,-49.217,92.746
47.0,3.2,24.5,-2.823,4.476,33.954,-33.506,78.469,-49.638,92.852
48.0,3.2,24.1,-3.147,3.983,34.157,-35.266,78.533,-50.887,93.579
49.0,3.1,24.5,-3.331,3.074,32.323,-36.021,78.437,-51.46,93.811
50.0,3.1,24.8,-3.49,2.101,31.489,-37.076,78.393,-52.101,94.128
51.0,3.1,25.3,-3.697,1.066,31.536,-38.025,78.422,-52.872,94.581
52.0,3.0,26.3,-4.039,-0.189,30.77,-37.433,78.461,-53.543,94.992
53.0,2.9,26.9,-4.049,-1.241,31.826,-35.595,78.449,-54.345,95.435
54.0,2.9,27.5,-4.271,-2.19,31.89,-34.342,78.433,-54.97,95.78
55.0,2.8,28.0,-4.559,-2.948,31.801,-33.384,78.443,-55.566,96.131
56.0,2.8,28.1,-4.697,-3.401,32.792,-32.221,78.509,-56.329,96.627
57.0,2.7,28.2,-4.835,-3.854,33.782,-31.058,78.574,-57.093,97.126
58.0,2.6,28.1,-4.933,-4.129,33.836,-30.313,78.613,-57.749,97.545
59.0,2.5,28.0,-5.099,-4.196,33.42,-29.77,78.642,-58.39,97.949
60.0,2.5,27.8,-5.468,-4.01,33.051,-29.187,78.68,-59.122,98.418
61.0,2.4,27.6,-5.604,-3.882,33.365,-28.326,78.699,-59.747,98.809
62.0,2.3,27.4,-5.73,-3.757,33.709,-27.453,78.717,-60.368,99.2
63.0,2.2,27.2,-5.835,-3.574,33.836,-26.747,78.728,-60.977,99.581
64.0,2.1,27.2,-5.874,-3.211,33.278,-26.562,78.72,-61.547,99.924
65.0,2.1,27.3,-5.913,-2.848,32.721,-26.378,78.711,-62.116,100.269
66.0,2.0,27.5,-5.919,-2.434,32.086,-26.167,78.725,-62.697,100.641
67.0,1.9,27.9,-5.88,-1.985,31.392,-25.993,78.755,-63.276,101.026
68.0,1.8,28.5,-5.727,-1.676,30.852,-26.346,78.727,-63.718,101.282
69.0,1.7,29.2,-5.574,-1.368,30.313,-26.699,78.7,-64.161,101.54
70.0,1.6,29.8,-5.422,-1.06,29.774,-27.051,78.672,-64.603,101.798
71.0,1.5,30.4,-5.269,-0.753,29.235,-27.404,78.645,-65.045,102.058
72.0,1.5,31.0,-5.117,-0.445,28.697,-27.756,78.617,-65.486,102.319
73.0,1.4,31.7,-4.965,-0.138,28.159,-28.107,78.59,-65.927,102.58
74.0,1.3,32.2,-4.908,0.143,27.527,-28.469,78.563,-66.371,102.846
75.0,1.2,32.5,-5.924,0.135,25.831,-28.946,78.539,-66.853,103.14
76.0,1.1,32.5,-6.935,-0.415,24.145,-29.073,78.685,-67.117,103.422
77.0,1.0,32.5,-7.943,-1.242,22.464,-29.021,78.918,-67.269,103.698
78.0,0.9,32.4,-8.949,-2.07,20.784,-28.969,79.15,-67.421,103.974
79.0,0.8,32.4,-9.956,-2.896,19.105,-28.917,79.383,-67.573,104.25
80.0,0.7,32.3,-10.962,-3.723,17.426,-28.865,79.615,-67.724,104.526
81.0,0.6,32.3,-11.968,-4.549,15.748,-28.814,79.847,-67.876,104.802
82.0,0.6,30.8,-14.648,-8.06,11.963,-26.318,80.683,-68.124,105.601
83.0,0.5,29.2,-17.47,-11.798,8.001,-23.617,81.569,-68.38,106.445
84.0,0.4,27.6,-20.292,-15.535,4.039,-20.915,82.455,-68.636,107.29
85.0,0.3,24.0,-22.938,-19.323,0.51,-17.356,83.025,-69.303,108.157
86.0,0.3,21.2,-26.098,-22.633,-0.587,-13.215,83.497,-70.24,109.12
87.0,0.2,19.4,-29.793,-25.445,0.834,-8.485,83.871,-71.452,110.187
88.0,0.1,13.4,-33.583,-28.455,2.291,-6.66,84.35,-72.51,111.249
88.5,0.0,10.3,-35.481,-29.966,3.021,-5.832,84.593,-73.035,111.782
0.0,2.4,0.0,-11.0,-11.0,0.0,0.0,81.161,-15.776,82.68
1.0,2.3,3.8,-7.228,-9.35,0.93,2.155,81.34,-11.06,82.089
2.0,2.3,5.8,-5.304,-8.508,1.405,3.254,81.432,-8.654,81.89
3.0,2.3,9.8,0.519,-3.85,0.847,5.949,81.595,-9.172,82.109
4.0,2.3,14.0,6.643,1.102,0.209,8.768,81.764,-9.915,82.363
5.0,2.4,19.2,10.331,5.746,0.988,8.995,81.187,-11.133,81.947
6.0,2.4,24.3,12.694,8.253,3.472,8.345,81.416,-13.395,82.51
7.0,2.4,29.1,13.726,8.367,6.528,6.986,81.657,-15.039,83.03
8.0,2.4,33.3,13.788,7.64,9.421,4.318,81.373,-15.838,82.9
9.0,2.5,36.8,13.781,7.225,12.219,0.735,81.06,-16.783,82.779
10.0,2.5,39.8,13.988,7.028,15.114,-2.788,80.802,-17.771,82.734
11.0,2.5,41.0,14.985,7.663,18.407,-6.082,80.724,-18.882,82.903
12.0,2.6,41.7,15.91,8.447,22.004,-9.394,80.427,-19.673,82.799
13.0,2.6,42.4,16.224,9.022,23.251,-11.859,80.504,-20.996,83.197
14.0,2.7,43.1,16.15,9.527,24.692,-13.722,80.207,-21.786,83.113
15.0,2.7,43.7,15.953,9.707,25.999,-15.985,79.851,-22.798,83.042
16.0,2.8,44.1,15.483,9.675,26.366,-18.448,79.609,-23.753,83.077
17.0,2.9,44.4,14.603,9.417,26.485,-20.349,79.432,-24.711,83.187
18.0,2.9,44.6,13.495,9.024,26.769,-21.77,79.258,-25.731,83.331
19.0,3.0,44.7,12.352,8.582,26.651,-23.111,79.098,-26.739,83.496
20.0,3.1,44.7,11.18,8.068,25.773,-24.365,78.961,-27.692,83.676
21.0,3.1,44.6,10.173,7.677,25.217,-25.952,78.796,-28.527,83.801
22.0,3.2,44.8,9.15,7.153,24.212,-27.412,78.618,-29.472,83.96
23.0,3.2,45.2,8.393,6.3,23.815,-28.977,78.477,-30.429,84.17
24.0,3.3,45.7,7.658,5.427,23.463,-30.545,78.339,-31.383,84.392
25.0,3.3,45.9,6.986,4.707,23.511,-31.866,78.309,-32.293,84.707
26.0,3.4,46.0,6.427,4.062,23.556,-32.872,78.274,-33.237,85.04
27.0,3.4,45.8,5.963,3.433,23.451,-33.734,78.199,-34.264,85.377
28.0,3.4,45.5,5.532,2.87,23.521,-34.514,78.161,-35.324,85.774
29.0,3.5,45.2,5.1,2.397,23.734,-34.528,78.112,-36.285,86.13
30.0,3.5,44.6,4.871,2.29,24.039,-34.323,78.093,-37.166,86.488
31.0,3.5,44.0,4.98,2.236,24.875,-34.183,77.998,-37.944,86.74
32.0,3.5,43.7,5.355,2.242,25.751,-33.875,77.864,-38.667,86.939
33.0,3.5,43.5,5.837,2.275,26.588,-33.466,77.717,-39.372,87.124
34.0,3.5,43.4,6.152,2.17,27.286,-33.131,77.568,-40.127,87.337
35.0,3.6,44.0,5.968,1.648,27.616,-32.98,77.409,-41.014,87.608
36.0,3.6,44.8,5.42,0.769,28.413,-32.424,77.163,-41.763,87.746
37.0,3.6,45.2,4.67,-0.315,28.689,-31.937,77.05,-42.534,88.016
38.0,3.5,45.2,3.935,-1.395,29.293,-31.368,77.027,-43.286,88.362
39.0,3.5,44.8,3.084,-2.45,29.966,-30.775,77.017,-44.133,88.772
40.0,3.5,44.4,2.057,-3.47,30.255,-30.15,76.995,-45.05,89.213
41.0,3.5,44.1,0.983,-4.417,29.867,-29.368,77.004,-45.797,89.602
42.0,3.5,43.9,0.004,-5.305,30.2,-29.017,76.942,-46.566,89.944
43.0,3.5,43.6,-0.756,-5.961,29.8,-28.631,76.95,-47.277,90.32
44.0,3.4,43.4,-1.127,-6.525,29.822,-28.601,76.927,-48.009,90.686
45.0,3.4,43.3,-1.199,-6.98,30.035,-28.785,76.893,-48.756,91.055
46.0,3.3,43.3,-1.19,-7.238,29.633,-28.871,76.915,-49.472,91.46
47.0,3.3,43.6,-1.228,-7.317,29.3,-29.661,76.898,-50.224,91.854
48.0,3.3,43.9,-1.499,-7.096,28.51,-30.253,76.914,-50.959,92.272
49.0,3.2,44.2,-1.763,-6.695,27.493,-31.057,76.89,-51.581,92.598
50.0,3.2,44.4,-1.969,-6.187,26.375,-32.118,76.816,-52.159,92.861
51.0,3.1,44.7,-2.175,-5.641,25.265,-33.252,76.721,-52.878,93.188
52.0,3.0,45.0,-2.376,-5.724,24.178,-33.748,76.812,-53.597,93.673
53.0,3.0,45.4,-2.72,-6.083,23.141,-34.373,76.81,-54.334,94.096
54.0,2.9,45.7,-3.044,-6.494,22.247,-34.906,76.787,-55.029,94.484
55.0,2.8,45.7,-3.205,-6.78,21.558,-35.18,76.798,-55.651,94.862
56.0,2.7,45.3,-3.071,-6.911,21.096,-35.209,76.823,-56.305,95.269
57.0,2.7,45.1,-3.176,-6.835,20.943,-34.722,76.992,-57.296,95.998
58.0,2.6,45.0,-3.346,-6.686,20.876,-33.527,77.021,-57.968,96.43
59.0,2.5,44.9,-3.508,-6.517,20.914,-31.701,76.867,-58.292,96.509
60.0,2.4,44.6,-3.629,-6.347,21.573,-29.863,76.832,-59.276,97.076
61.0,2.3,44.6,-3.747,-6.51,22.217,-28.715,76.858,-59.564,97.281
62.0,2.3,44.5,-3.529,-6.745,23.034,-27.712,76.902,-59.887,97.519
63.0,2.2,44.1,-2.922,-6.98,24.057,-26.707,76.949,-60.423,97.886
64.0,2.1,43.6,-2.316,-7.215,25.08,-25.702,76.996,-60.959,98.255
65.0,2.0,43.2,-1.709,-7.449,26.102,-24.698,77.043,-61.494,98.625
66.0,1.9,42.7,-0.908,-7.691,26.912,-23.663,76.839,-62.208,98.912
67.0,1.6,42.1,0.169,-7.864,27.386,-22.579,76.379,-63.104,99.121
68.0,1.7,41.2,1.102,-7.528,27.796,-21.484,76.739,-63.414,99.588
69.0,1.6,40.4,1.357,-7.165,27.875,-20.301,76.7,-63.979,99.924
70.0,1.4,40.1,0.849,-7.034,27.776,-18.989,76.422,-64.701,100.183
71.0,1.3,40.6,-0.469,-7.4,27.675,-17.513,76.092,-65.469,100.426
72.0,1.2,40.2,-2.996,-9.295,25.633,-16.702,76.508,-66.157,101.201
73.0,1.1,39.7,-5.575,-11.256,23.506,-15.921,76.958,-66.841,101.999
74.0,1.0,39.3,-8.152,-13.215,21.381,-15.141,77.407,-67.524,102.798
75.0,0.8,38.8,-10.727,-15.173,19.258,-14.362,77.856,-68.207,103.598
76.0,0.7,38.3,-13.3,-17.13,17.136,-13.583,78.304,-68.889,104.399
77.0,0.6,37.4,-15.831,-19.481,15.048,-11.628,79.027,-69.588,105.414
78.0,0.5,35.7,-18.296,-22.483,13.015,-7.734,80.204,-70.316,106.781
79.0,0.4,30.9,-20.674,-24.545,11.054,-5.07,81.171,-70.286,107.459
80.0,0.3,25.7,-23.044,-26.525,9.1,-2.514,82.12,-70.19,108.087
81.0,0.3,20.6,-25.414,-28.504,7.146,0.041,83.068,-70.094,108.725
82.0,0.2,18.1,-28.651,-30.079,5.339,1.595,82.978,-72.778,110.399
83.0,0.1,14.2,-32.028,-32.215,3.534,1.086,81.268,-73.97,109.931
83.5,0.0,10.8,-33.741,-33.791,2.619,-0.77,79.183,-73.039,107.792
0.0,2.4,0.0,-11.0,-11.0,0.0,0.0,81.161,-15.776,82.68
1.0,2.3,3.8,-7.228,-9.35,0.93,2.155,81.34,-11.06,82.089
2.0,2.3,5.8,-5.304,-8.508,1.405,3.254,81.432,-8.654,81.89
3.0,2.3,9.8,0.519,-3.85,0.847,5.949,81.595,-9.172,82.109
4.0,2.3,14.0,6.643,1.102,0.209,8.768,81.764,-9.915,82.363
5.0,2.4,19.2,10.331,5.746,0.988,8.995,81.187,-11.133,81.947
6.0,2.4,24.3,12.694,8.253,3.472,8.345,81.416,-13.395,82.51
7.0,2.4,29.1,13.726,8.367,6.528,6.986,81.657,-15.039,83.03
8.0,2.4,33.3,13.788,7.64,9.421,4.318,81.373,-15.838,82.9
9.0,2.5,36.8,13.781,7.225,12.219,0.735,81.06,-16.783,82.779
10.0,2.5,39.8,13.988,7.028,15.114,-2.788,80.802,-17.771,82.734
11.0,2.5,41.0,14.985,7.663,18.407,-6.082,80.724,-18.882,82.903
12.0,2.6,41.7,15.91,8.447,22.004,-9.394,80.427,-19.673,82.799
13.0,2.6,42.4,16.224,9.022,23.251,-11.859,80.504,-20.996,83.197
14.0,2.7,43.1,16.15,9.527,24.692,-13.722,80.207,-21.786,83.113
15.0,2.7,43.7,15.953,9.707,25.999,-15.985,79.851,-22.798,83.042
16.0,2.8,44.1,15.483,9.675,26.366,-18.448,79.609,-23.753,83.077
17.0,2.9,44.4,14.603,9.417,26.485,-20.349,79.432,-24.711,83.187
18.0,2.9,44.6,13.495,9.024,26.769,-21.77,79.258,-25.731,83.331
19.0,3.0,44.7,12.352,8.582,26.651,-23.111,79.098,-26.739,83.496
20.0,3.1,44.7,11.18,8.068,25.773,-24.365,78.961,-27.692,83.676
21.0,3.1,44.6,10.173,7.677,25.217,-25.952,78.796,-28.527,83.801
22.0,3.2,44.8,9.15,7.153,24.212,-27.412,78.618,-29.472,83.96
23.0,3.2,45.2,8.393,6.3,23.815,-28.977,78.477,-30.429,84.17
24.0,3.3,45.7,7.658,5.427,23.463,-30.545,78.339,-31.383,84.392
25.0,3.3,45.9,6.986,4.707,23.511,-31.866,78.309,-32.293,84.707
26.0,3.4,46.0,6.427,4.062,23.556,-32.872,78.274,-33.237,85.04
27.0,3.4,45.8,5.963,3.433,23.451,-33.734,78.199,-34.264,85.377
28.0,3.4,45.5,5.532,2.87,23.521,-34.514,78.161,-35.324,85.774
29.0,3.5,45.2,5.1,2.397,23.734,-34.528,78.112,-36.285,86.13
30.0,3.5,44.6,4.871,2.29,24.039,-34.323,78.093,-37.166,86.488
31.0,3.5,44.0,4.98,2.236,24.875,-34.183,77.998,-37.944,86.74
32.0,3.5,43.7,5.355,2.242,25.751,-33.875,77.864,-38.667,86.939
33.0,3.5,43.5,5.837,2.275,26.588,-33.466,77.717,-39.372,87.124
34.0,3.5,43.4,6.152,2.17,27.286,-33.131,77.568,-40.127,87.337
35.0,3.6,44.0,5.968,1.648,27.616,-32.98,77.409,-41.014,87.608
36.0,3.6,44.8,5.42,0.769,28.413,-32.424,77.163,-41.763,87.746
37.0,3.6,45.2,4.67,-0.315,28.689,-31.937,77.05,-42.534,88.016
38.0,3.5,45.2,3.935,-1.395,29.293,-31.368,77.027,-43.286,88.362
39.0,3.5,44.8,3.084,-2.45,29.966,-30.775,77.017,-44.133,88.772
40.0,3.5,44.4,2.057,-3.47,30.255,-30.15,76.995,-45.05,89.213
41.0,3.5,44.1,0.983,-4.417,29.867,-29.368,77.004,-45.797,89.602
42.0,3.5,43.9,0.004,-5.305,30.2,-29.017,76.942,-46.566,89.944
43.0,3.5,43.6,-0.756,-5.961,29.8,-28.631,76.95,-47.277,90.32
44.0,3.4,43.4,-1.127,-6.525,29.822,-28.601,76.927,-48.009,90.686
45.0,3.4,43.3,-1.199,-6.98,30.035,-28.785,76.893,-48.756,91.055
46.0,3.3,43.3,-1.19,-7.238,29.633,-28.871,76.915,-49.472,91.46
47.0,3.3,43.6,-1.228,-7.317,29.3,-29.661,76.898,-50.224,91.854
48.0,3.3,43.9,-1.499,-7.096,28.51,-30.253,76.914,-50.959,92.272
49.0,3.2,44.2,-1.763,-6.695,27.493,-31.057,76.89,-51.581,92.598
50.0,3.2,44.4,-1.969,-6.187,26.375,-32.118,76.816,-52.159,92.861
51.0,3.1,44.7,-2.175,-5.641,25.265,-33.252,76.721,-52.878,93.188
52.0,3.0,45.0,-2.376,-5.724,24.178,-33.748,76.812,-53.597,93.673
53.0,3.0,45.4,-2.72,-6.083,23.141,-34.373,76.81,-54.334,94.096
54.0,2.9,45.7,-3.044,-6.494,22.247,-34.906,76.787,-55.029,94.484
55.0,2.8,45.7,-3.205,-6.78,21.558,-35.18,76.798,-55.651,94.862
56.0,2.7,45.3,-3.071,-6.911,21.096,-35.209,76.823,-56.305,95.269
57.0,2.7,45.1,-3.176,-6.835,20.943,-34.722,76.992,-57.296,95.998
58.0,2.6,45.0,-3.346,-6.686,20.876,-33.527,77.021,-57.968,96.43
59.0,2.5,44.9,-3.508,-6.517,20.914,-31.701,76.867,-58.292,96.509
60.0,2.4,44.6,-3.629,-6.347,21.573,-29.863,76.832,-59.276,97.076
61.0,2.3,44.6,-3.747,-6.51,22.217,-28.715,76.858,-59.564,97.281
62.0,2.3,44.5,-3.529,-6.745,23.034,-27.712,76.902,-59.887,97.519
63.0,2.2,44.1,-2.922,-6.98,24.057,-26.707,76.949,-60.423,97.886
64.0,2.1,43.6,-2.316,-7.215,25.08,-25.702,76.996,-60.959,98.255
65.0,2.0,43.2,-1.709,-7.449,26.102,-24.698,77.043,-61.494,98.625
66.0,1.9,42.7,-0.908,-7.691,26.912,-23.663,76.839,-62.208,98.912
67.0,1.6,42.1,0.169,-7.864,27.386,-22.579,76.379,-63.104,99.121
68.0,1.7,41.2,1.102,-7.528,27.796,-21.484,76.739,-63.414,99.588
69.0,1.6,40.4,1.357,-7.165,27.875,-20.301,76.7,-63.979,99.924
70.0,1.4,40.1,0.849,-7.034,27.776,-18.989,76.422,-64.701,100.183
71.0,1.3,40.6,-0.469,-7.4,27.675,-17.513,76.092,-65.469,100.426
72.0,1.2,40.2,-2.996,-9.295,25.633,-16.702,76.508,-66.157,101.201
73.0,1.1,39.7,-5.575,-11.256,23.506,-15.921,76.958,-66.841,101.999
74.0,1.0,39.3,-8.152,-13.215,21.381,-15.141,77.407,-67.524,102.798
75.0,0.8,38.8,-10.727,-15.173,19.258,-14.362,77.856,-68.207,103.598
76.0,0.7,38.3,-13.3,-17.13,17.136,-13.583,78.304,-68.889,104.399
77.0,0.6,37.4,-15.831,-19.481,15.048,-11.628,79.027,-69.588,105.414
78.0,0.5,35.7,-18.296,-22.483,13.015,-7.734,80.204,-70.316,106.781
79.0,0.4,30.9,-20.674,-24.545,11.054,-5.07,81.171,-70.286,107.459
80.0,0.3,25.7,-23.044,-26.525,9.1,-2.514,82.12,-70.19,108.087
81.0,0.3,20.6,-25.414,-28.504,7.146,0.041,83.068,-70.094,108.725
82.0,0.2,18.1,-28.651,-30.079,5.339,1.595,82.978,-72.778,110.399
83.0,0.1,14.2,-32.028,-32.215,3.534,1.086,81.268,-73.97,109.931
83.5,0.0,10.8,-33.741,-33.791,2.619,-0.77,79.183,-73.039,107.792
0.0,2.4,0.0,-11.0,-11.0,0.0,0.0,83.008,-16.135,84.562
1.0,2.3,3.3,-4.131,-5.364,-5.184,9.407,79.944,-10.131,80.583
2.0,2.3,3.2,1.742,-2.072,-4.218,8.684,81.133,-11.995,82.015
3.0,2.2,3.2,7.624,1.225,-3.249,7.959,82.325,-13.861,83.484
4.0,2.2,4.3,14.485,6.75,-7.72,12.022,84.308,-13.311,85.353
5.0,2.2,10.9,14.539,5.12,-6.364,4.359,83.962,-13.812,85.091
6.0,2.2,17.7,13.689,4.425,-3.419,0.404,83.719,-14.597,84.983
7.0,2.2,24.1,12.92,4.544,-0.23,-1.372,83.664,-15.423,85.074
8.0,2.2,29.6,12.368,4.763,4.575,-3.609,82.982,-16.774,84.66
9.0,2.3,33.1,11.774,5.408,10.252,-5.838,82.155,-18.153,84.138
10.0,2.3,35.0,10.685,6.454,13.783,-7.771,82.541,-18.406,84.573
11.0,2.3,35.5,10.642,6.363,19.296,-14.154,81.849,-20.012,84.267
12.0,2.4,34.9,11.221,8.407,18.649,-15.158,82.526,-20.986,85.161
13.0,2.4,35.7,11.524,8.825,20.404,-16.364,82.188,-22.099,85.121
14.0,2.4,34.5,12.353,9.073,20.861,-17.574,81.649,-22.847,84.795
15.0,2.5,34.4,12.463,8.997,22.239,-16.996,81.446,-23.603,84.805
16.0,2.5,34.7,11.972,8.72,23.444,-15.907,81.376,-24.49,84.99
17.0,2.6,34.3,11.4,8.433,23.633,-15.384,81.219,-25.441,85.119
18.0,2.7,34.0,10.802,8.102,24.17,-15.366,81.016,-26.342,85.2
19.0,2.7,33.8,10.094,7.651,26.066,-17.083,80.683,-27.093,85.116
20.0,2.8,33.9,9.348,7.968,28.748,-15.91,81.043,-28.421,85.891
21.0,2.8,34.5,8.726,8.626,28.574,-15.991,80.711,-29.216,85.844
22.0,2.9,35.1,8.299,9.55,29.992,-16.026,80.745,-30.068,86.168
23.0,3.0,35.9,8.095,10.387,30.347,-14.93,80.604,-30.965,86.355
24.0,3.0,36.5,8.315,11.064,29.322,-15.094,80.368,-31.813,86.446
25.0,3.1,36.6,8.988,11.585,28.074,-17.825,80.23,-32.483,86.566
26.0,3.1,36.5,9.672,11.754,26.807,-18.923,79.703,-32.844,86.211
27.0,3.2,35.5,10.835,11.532,28.615,-21.411,79.595,-33.453,86.349
28.0,3.2,34.9,11.388,10.91,27.349,-24.223,79.611,-34.145,86.635
29.0,3.3,34.6,11.706,10.214,27.482,-27.143,79.305,-34.698,86.572
30.0,3.3,34.9,11.458,9.193,27.585,-28.973,79.015,-35.39,86.587
31.0,3.4,35.5,10.777,8.052,26.827,-30.067,78.918,-36.258,86.86
32.0,3.4,35.5,10.14,7.282,26.025,-31.58,78.834,-37.048,87.114
33.0,3.4,35.4,9.374,6.554,24.891,-31.721,78.516,-37.681,87.1
34.0,3.5,34.6,8.437,6.238,25.186,-32.652,78.357,-38.3,87.222
35.0,3.5,34.2,7.504,5.573,25.009,-32.896,78.321,-39.079,87.537
36.0,3.5,34.1,6.445,4.997,23.908,-33.175,78.27,-39.86,87.844
37.0,3.6,34.2,5.385,4.418,22.66,-33.29,78.229,-40.599,88.146
38.0,3.6,34.4,4.508,3.638,22.142,-32.883,78.237,-41.355,88.503
39.0,3.6,34.3,3.715,3.191,21.67,-32.97,78.054,-42.229,88.754
40.0,3.6,34.4,2.923,2.648,21.198,-32.498,78.12,-43.017,89.188
41.0,3.6,34.1,2.732,2.345,20.56,-31.736,77.999,-43.72,89.423
42.0,3.6,33.6,2.771,2.088,20.448,-30.472,77.906,-44.394,89.673
43.0,3.6,33.1,2.974,1.806,21.026,-29.278,77.86,-45.051,89.96
44.0,3.6,32.5,3.489,1.573,21.892,-29.228,77.705,-45.671,90.144
45.0,3.6,32.4,3.119,1.649,21.561,-29.707,77.647,-46.192,90.354
46.0,3.6,32.4,3.101,1.502,23.992,-29.173,77.672,-46.993,90.788
47.0,3.6,32.6,2.971,1.72,24.527,-28.922,77.698,-47.748,91.204
48.0,3.6,32.7,2.76,2.203,24.281,-28.671,77.663,-48.365,91.497
49.0,3.6,32.5,2.699,2.596,26.308,-27.683,77.523,-48.865,91.642
50.0,3.6,32.0,2.874,3.174,26.093,-28.184,77.437,-49.39,91.852
51.0,3.6,31.3,2.937,3.694,27.388,-28.042,77.51,-50.084,92.287
52.0,3.5,30.6,3.231,4.005,27.531,-27.908,77.452,-50.608,92.524
53.0,3.5,30.1,3.622,4.196,26.475,-27.924,77.307,-50.954,92.592
54.0,3.5,30.1,3.604,4.546,25.974,-27.928,77.359,-51.331,92.841
55.0,3.4,29.5,3.586,4.424,25.468,-27.754,77.228,-52.024,93.122
56.0,3.4,29.4,3.167,4.335,24.11,-28.571,77.243,-52.616,93.468
57.0,3.4,29.5,2.975,4.217,22.607,-29.516,77.203,-53.092,93.703
58.0,3.3,29.5,3.32,4.037,21.339,-30.188,77.0,-53.482,93.761
59.0,3.3,29.8,3.18,3.956,19.255,-32.307,76.958,-53.981,94.011
60.0,3.2,30.0,3.747,3.871,18.278,-32.81,76.894,-54.365,94.178
61.0,3.2,30.2,4.253,3.825,17.275,-33.534,76.779,-54.718,94.288
62.0,3.2,30.5,4.469,3.811,16.364,-34.505,76.696,-55.105,94.444
63.0,3.1,30.7,4.365,3.791,16.46,-34.694,76.831,-55.617,94.852
64.0,3.1,31.0,4.262,3.879,16.556,-34.918,76.722,-55.923,94.943
65.0,3.0,31.3,4.159,3.973,16.651,-35.145,76.6,-56.218,95.017
66.0,3.0,31.5,3.986,4.122,16.648,-35.344,76.495,-56.496,95.097
67.0,3.0,31.6,3.672,4.384,16.467,-35.482,76.429,-56.739,95.189
68.0,2.9,30.7,3.106,4.794,16.828,-35.298,76.453,-56.944,95.33
69.0,2.9,30.5,2.538,4.931,17.19,-35.884,76.368,-57.227,95.431
